Year,Month,Day,Hour,Minute,Second,N_Lat,E_Long,Depth,Mag
1968,8,4,2,4,46,16.6,122.5,50,5.1
1968,8,4,11,41,23.8,6.6,126.8,96,5.9
1968,8,6,3,6,33.4,16.5,122.4,85,5
1968,8,6,4,53,4.4,15.7,122,48,5.3
1968,8,6,23,44,34,15.65,121.96,30,5.2
1968,8,9,14,7,49.6,16.04,121.98,61,5.1
1968,8,9,21,33,58,15.71,121.92,63,5.1
1968,8,10,16,41,31.5,15.41,121.59,86,5.2
1968,8,13,0,14,58.5,15.62,121.83,42,5
1968,8,14,7,56,37,15.08,122.51,15,5.5
1968,8,17,17,14,37.4,2.41,128.22,82,5.3
1968,8,17,18,4,27,2.1,126.7,6,5.1
1968,8,17,18,47,31,2,126.8,42,5.1
1968,8,19,17,2,25,11.91,125.63,6,5.3
1968,8,23,6,42,59.5,15.7,121.9,57,5.1
1968,8,28,2,15,18,15.57,122.33,15,5
1968,8,28,20,42,20.2,15.55,122.02,42,6.1
1968,8,29,1,36,22.5,15.51,121.98,39,5.3
1968,8,29,8,5,36.2,15.57,122.01,60,5.1
1968,8,29,21,8,9.3,15.9,121.7,50,5.3
1968,9,3,19,38,45,15.5,122.2,21,5
1968,9,5,6,32,51,3.56,125.85,141,5.1
1968,9,19,3,48,19.3,14.92,120.24,60,5.2
1968,9,22,9,20,30.2,15.72,121.88,47,5.3
1968,9,26,18,43,20,5.83,126.39,49,5
1968,9,28,9,54,49.6,16.18,122.39,42,5.2
1968,9,29,5,12,19.9,3.15,127.93,121,5.3
1968,10,15,20,9,8.7,9.94,126.28,67,5.3
1968,10,24,0,42,23,7.21,126.64,82,5.3
1968,10,24,15,51,16,6.06,126.97,44,5.5
1968,10,25,15,55,11,3.45,126.16,75,5
1968,10,27,13,42,26.2,5.91,126.59,194,5
1968,11,2,9,34,57,16.06,121.92,41,5
1968,11,4,1,45,52,13.5,120.5,75,5
1968,11,6,0,43,13,4.1,126.3,67,5.1
1968,11,9,20,30,39,2.4,126.9,10,5.4
1968,11,10,17,2,0.9,19.94,121.39,46,5.3
1968,11,12,5,46,33,6,125.3,138,5
1968,11,22,8,59,27.7,16.17,122.17,60,5.8
1968,11,22,11,38,16,13.2,122.6,7,5.5
1968,11,25,18,36,52.3,5.05,126.77,25,5.3
1968,11,29,4,28,45,2.48,127.02,1,5.2
1968,12,11,23,19,7.1,12.04,125.58,12,5.3
1968,12,12,5,25,37.7,9.69,125.78,122,5.6
1968,12,12,16,0,29.3,16.3,122.3,44,5.2
1968,12,20,21,41,58,9.23,125.49,74,5
1968,12,24,12,59,38.5,18.12,120.19,47,5.2
1968,12,29,7,15,53.6,13.6,120.54,46,5.2
1969,1,1,23,51,1,4.19,125.61,73,5
1969,1,17,20,59,37,8.39,124.31,45,5.1
1969,1,18,18,46,27,11.3,126.7,48,5
1969,1,26,6,6,7.1,6.61,127.38,61,5.3
1969,1,30,2,33,34.5,4.08,126.46,73,5.3
1969,1,30,10,29,40.3,4.8,127.5,72,5.9
1969,1,30,12,38,21,4.7,127.7,15,5.4
1969,1,30,17,19,36.4,4.86,127.53,82,5.2
1969,1,30,18,36,38.2,3.94,122.98,533,5.4
1969,1,31,0,44,15.1,4.18,128.14,49,5.5
1969,1,31,4,59,31.7,4.2,128.2,33,5.1
1969,1,31,8,56,43,4.28,128.14,33,5.2
1969,1,31,10,45,37,4.22,128.02,61,5.1
1969,1,31,13,48,23,4.39,128.11,31,5.3
1969,1,31,20,7,21,7.71,127.45,81,5.3
1969,1,31,20,37,51,4.21,127.83,37,5.3
1969,2,1,7,24,32,4.18,128.13,15,5
1969,2,1,7,41,29,9.24,126.31,92,5.3
1969,2,1,16,19,14.1,3.9,128.1,33,5.2
1969,2,1,16,19,14.1,3.9,128.1,33,5.2
1969,2,2,0,17,37,3.91,128.13,105,5
1969,2,2,1,38,47,3.89,128.34,48,5.4
1969,2,2,2,7,3,3.94,128.31,76,5.1
1969,2,2,2,34,16,3.9,128.3,90,5.2
1969,2,2,5,21,26.5,3.85,128.36,33,5.6
1969,2,2,16,21,21.5,3.66,128.44,87,5.2
1969,2,2,16,48,48,3.6,128.4,63,5.1
1969,2,2,20,50,24,4.3,128.1,62,5.1
1969,2,3,17,11,58,4.2,128.25,92,5.1
1969,2,3,19,1,30.1,4.38,128.14,33,5.3
1969,2,3,21,41,43.4,4.81,127.54,46,6.1
1969,2,5,10,36,29,3.54,128.61,58,5
1969,2,9,4,12,8.4,4.45,128.28,64,5
1969,2,9,14,27,16,5.54,127.31,108,5
1969,2,10,14,9,19,3.81,128.51,88,5
1969,2,14,4,53,27.7,4.59,127.44,94,5.5
1969,2,17,0,43,3,3.7,128.4,49,5.6
1969,2,17,1,15,53,3.92,128.68,62,5.2
1969,2,17,1,26,13,3.7,128.7,89,5.1
1969,2,17,2,0,35,3.8,128.6,74,5.1
1969,2,17,6,27,19,3.5,128.6,98,5.2
1969,2,20,9,55,29,3.58,128.16,2,5.6
1969,2,20,10,30,21.5,3.5,128.4,74,5.8
1969,2,20,10,53,29,3.45,128.22,101,5
1969,2,20,13,6,13,3.54,128.32,83,5.2
1969,2,20,15,38,6,3.45,128.24,78,5
1969,2,20,16,58,15,3.57,128.34,49,5.2
1969,2,20,19,10,20,3.69,128.38,90,5.2
1969,2,20,19,27,1,3.3,128.3,73,5
1969,2,24,16,41,48,3.62,128.72,68,5
1969,2,25,1,35,4.8,5.27,126.27,80,5.3
1969,2,26,1,31,19.3,4.32,122.13,657,5.1
1969,2,26,22,47,50.4,2.5,128.7,90,5.1
1969,3,2,22,21,26.7,13.1,120.8,69,5
1969,3,2,22,23,17,13.02,120.83,73,5
1969,3,3,8,53,49.7,10.73,125.41,110,5.1
1969,3,5,8,51,23.7,10.11,125.94,59,5
1969,3,5,13,52,9,4.04,128.11,72,5.5
1969,3,5,16,11,16,3.98,128.13,81,5.8
1969,3,6,1,6,2,4.15,128.44,46,5.1
1969,3,6,1,20,52,4,128,92,5.1
1969,3,6,1,46,37.8,4.01,128.22,82,5
1969,3,7,22,55,32.6,5,128,81,5.2
1969,3,8,11,30,17,4,128.3,44,5
1969,3,8,21,6,18,2.4,126.7,44,5.2
1969,3,19,16,6,48.5,14,124,77,5.1
1969,3,20,16,18,57.5,8.69,127.35,43,6.1
1969,3,20,17,7,42,8.72,127.27,19,5.1
1969,3,20,23,38,37,8.81,127.41,5,5.5
1969,3,21,10,23,53,8.54,127.41,29,5.2
1969,3,26,15,27,40,16.2,122.2,30,5
1969,3,26,19,30,52,8.8,127.5,7,5
1969,3,27,4,46,25,3.89,128.55,21,5.6
1969,3,27,12,41,36.3,4.72,127.65,32,5.8
1969,3,30,7,11,4,4.66,128.04,61,5
1969,3,30,7,55,12.3,4.42,128.06,76,5.2
1969,3,30,20,57,3.1,4.66,127.52,97,5.1
1969,4,2,21,36,44,6,126.1,80,5
1969,4,3,19,20,45,3.9,128.1,65,5
1969,4,3,23,40,56,8.8,127.3,38,5.2
1969,4,5,3,44,37.9,3.43,125.36,165,5.3
1969,4,5,4,4,13,3.44,128.26,73,5.2
1969,4,7,3,39,48.3,4.23,127.87,79,5.3
1969,4,12,10,45,22.2,10.18,126.18,52,5.2
1969,5,1,11,52,29.4,5.1,125.25,222,5.1
1969,5,7,8,52,51.3,12.01,124.64,140,5.2
1969,5,15,7,53,4.2,16.04,121.87,62,5
1969,5,21,2,56,48,11.74,125.81,21,5.2
1969,5,26,15,37,18,11.76,125.81,21,5.2
1969,5,28,3,41,5,11.79,125.83,25,5.3
1969,6,1,13,49,7.1,3.28,126.65,52,5.2
1969,6,4,20,17,27.2,15.2,122.3,29,5
1969,6,10,17,15,28,13.2,121.5,17,5.1
1969,6,21,6,36,43.3,11.31,125.44,78,5.2
1969,6,21,7,47,24.4,13.38,123.04,17,5.2
1969,6,24,10,58,9.6,13.36,123.22,42,5.1
1969,6,25,0,8,55.9,13.46,120.33,60,5
1969,6,27,7,54,41.5,4.35,126.99,33,5
1969,6,28,14,22,13.7,6.78,126.71,103,5.3
1969,7,8,4,6,42,2.03,126.62,32,5.4
1969,7,16,4,47,38.1,5.17,126.65,84,5.1
1969,7,21,22,6,57.3,2.88,127.76,226,5.4
1969,7,25,13,34,9,2.56,126.58,31,5.6
1969,7,25,22,49,39.4,21.61,119,18,5.6
1969,8,8,5,2,1.5,7.19,125.49,56,5.1
1969,8,17,12,31,48,2.59,126.64,52,5.1
1969,9,2,12,38,35,2.89,126.58,40,5.1
1969,9,3,1,32,2,4.26,128.33,66,5
1969,9,4,18,18,37,16.37,119.56,60,5.8
1969,9,7,5,0,45.8,2.79,128.5,215,5
1969,9,14,10,2,23.6,6.27,125.56,54,5.1
1969,9,19,0,29,38.4,6.06,125.32,105,5.5
1969,10,2,22,5,40.4,9.71,126.77,59,5.2
1969,10,5,16,34,18.5,7.3,123.7,51,5.4
1969,10,6,12,48,5.8,14.99,120.11,66,5.6
1969,10,6,21,46,36.8,7.17,123.78,68,5.3
1969,10,19,12,25,44.9,7.7,126,58,5.3
1969,11,17,5,20,49.7,9.9,125.9,80,5.1
1969,12,2,17,57,5,8.13,126.23,108,5.7
1969,12,7,21,46,15,9.67,125.63,35,5.2
1969,12,13,22,6,55,4.31,126.46,33,5.5
1970,1,5,1,20,13.7,19.16,121.21,68,5.4
1970,1,10,12,7,8.6,6.9,126.4,68,5.9
1970,1,10,13,9,27.4,4.11,126.88,83,5
1970,1,10,13,13,1.3,6.69,126.79,76,5.1
1970,1,10,13,59,40.6,6.74,126.86,88,5.4
1970,1,10,14,16,31.3,6.71,126.84,81,5.5
1970,1,10,15,12,19,6.8,126.7,47,5.1
1970,1,10,15,18,50,8.3,126.5,33,5.2
1970,1,10,16,30,49,7.04,126.77,36,5
1970,1,10,17,12,38.9,7,127,96,5
1970,1,11,5,2,5,7.43,126.87,60,5.4
1970,1,11,12,19,35.2,9,125.6,61,5.1
1970,1,11,21,2,22.3,6.52,126.99,84,5
1970,1,12,4,25,1.1,6.01,126.97,70,5.1
1970,1,13,16,55,17.5,8.68,127,54,5.3
1970,1,13,20,48,27.2,7.09,126.79,74,5.3
1970,1,24,2,31,48.3,9.02,126.45,53,5.3
1970,1,24,18,7,18.1,2.42,128.02,49,5.2
1970,1,24,19,0,1.7,17.37,122.18,74,5.1
1970,1,31,7,55,45.3,6.83,127.16,94,5.8
1970,2,5,22,5,58.5,12.58,122.09,8,5.9
1970,2,5,22,45,40,12.69,122.22,20,5.1
1970,2,6,2,17,33.5,12.69,121.93,34,5.3
1970,2,10,14,6,43,6.88,127.03,76,5
1970,2,17,5,46,3.7,9.8,125.9,83,5.8
1970,2,23,20,48,20,19.25,121.2,65,5.1
1970,3,5,4,29,6.9,7.28,126.89,55,5.2
1970,3,10,2,11,7.3,7.85,126.63,106,5.1
1970,3,10,6,11,56,12.63,122.24,26,5.6
1970,3,20,11,7,38.4,5.07,125.35,90,5.7
1970,3,21,11,56,38,2.25,127.1,54,5.4
1970,3,23,9,8,6,7.14,126.84,20,5
1970,3,24,11,23,35.3,10.99,124.76,48,5
1970,3,29,2,18,1.5,13.94,120.67,121,5.3
1970,3,29,22,2,29.3,4.92,125.95,112,5
1970,3,30,4,41,5,4.98,125.93,112,5
1970,3,30,16,46,46.2,6.78,126.66,82,5.8
1970,3,30,16,55,17,7.7,126.8,179,5
1970,4,3,8,24,9.3,4.73,127.78,80,5.2
1970,4,6,0,54,32.8,13.97,120.37,88,5.2
1970,4,7,5,34,6.2,15.78,121.71,40,7.3
1970,4,7,5,53,18.6,15.25,122.4,47,5.6
1970,4,7,6,4,39,15.4,121.8,48,5.1
1970,4,7,6,11,52.8,15.68,121.85,22,5.5
1970,4,7,6,34,19.2,15.53,121.86,33,5.5
1970,4,7,7,59,57.3,15.49,121.78,33,5.2
1970,4,7,15,5,49,15.38,121.83,9,5.1
1970,4,8,8,49,13,15.38,121.63,4,5.2
1970,4,8,17,54,31,15.59,121.72,31,5.3
1970,4,8,21,23,54,15.4,121.75,7,6.2
1970,4,8,21,30,59.5,15.31,121.88,33,5.1
1970,4,8,21,46,40,15.42,121.93,34,5.1
1970,4,8,23,33,45,15.55,121.85,26,5.3
1970,4,12,4,1,44.6,15.08,122.01,25,7
1970,4,12,4,15,32.1,15,122,18,5.1
1970,4,12,4,16,55.3,15.21,122.04,18,5.5
1970,4,12,4,26,39.3,15.1,122.4,29,5.2
1970,4,12,5,18,9.1,15.17,122.51,32,5.4
1970,4,12,9,1,46,15.08,122.05,29,5
1970,4,12,10,48,45.1,15.12,122.05,39,5.1
1970,4,12,14,22,38.2,15.07,122.51,26,5.4
1970,4,12,23,52,8.5,15.25,122.4,33,5
1970,4,13,8,28,22.6,15.26,122.24,5,5.2
1970,4,15,13,14,26.7,15.11,122.71,50,6
1970,4,22,13,48,56,15.37,121.83,46,5.1
1970,4,24,0,17,13.7,10.44,125.48,121,5.2
1970,5,1,3,22,14.2,15.64,121.78,33,5.4
1970,5,6,2,35,17.5,15.71,121.76,41,5.1
1970,5,17,7,36,15.3,8.17,126.58,90,5.1
1970,5,30,13,16,28.6,12.25,124.6,105,5.6
1970,6,12,12,53,56,18.65,122.35,53,5.1
1970,6,16,5,49,59.5,7.22,126.83,86,5
1970,6,16,8,9,14,15.1,122,19,5.1
1970,6,19,16,40,10,6.89,126.98,67,5
1970,6,22,14,43,1,3.77,126.66,63,5.2
1970,6,22,18,32,46.7,8.5,126.1,64,5.1
1970,6,27,13,13,2.7,4.14,126.27,116,5
1970,7,1,6,27,16,2.03,126.57,76,5.2
1970,7,5,14,12,17.9,7.5,126.8,68,5.5
1970,7,9,16,49,11,4.4,127.8,85,5.1
1970,7,10,21,6,39.6,13.93,120.42,89,5.5
1970,7,12,9,18,4.6,10.84,125.41,82,5.5
1970,8,8,7,55,52.4,3.17,128.66,95,5.3
1970,8,18,16,52,26.4,4.54,123.12,576,5.5
1970,8,19,5,47,51.4,9.46,122.45,51,5
1970,8,24,12,53,22.6,5.98,125.77,130,7.8
1970,8,26,15,11,54.9,18.02,120.48,58,5.5
1970,8,27,16,28,47.5,20,122,35,5
1970,8,28,18,22,6,18.7,121,44,5.1
1970,9,15,10,55,19.4,8.73,127.29,33,5.5
1970,9,30,9,52,23,20.67,122.02,30,5.1
1970,10,2,10,56,44,2.02,126.92,25,5.1
1970,10,9,10,16,17.1,9.86,126.38,51,5.2
1970,10,14,7,43,12,6.95,123.77,50,5.3
1970,10,19,0,8,2,2.47,128.64,95,5
1970,10,19,6,47,5.3,2.75,128.7,79,5.1
1970,10,26,11,46,54.4,18.46,120.82,60,5
1970,10,26,17,26,1,9.35,126.49,65,5.2
1970,10,27,21,59,1.1,7.5,126.7,92,5.1
1970,11,3,15,12,14.3,18.45,120.88,62,5.4
1970,11,4,23,34,47.3,6.6,124.75,381,5
1970,11,7,23,18,26.1,18.45,120.88,73,5.3
1970,11,8,14,58,57.4,9.16,126.41,52,5.6
1970,11,10,1,16,45.2,9.06,126.51,25,5.3
1970,11,10,2,45,10.4,9.15,126.65,53,5
1970,11,13,14,16,21.7,11.78,123.97,18,5.5
1970,11,14,0,57,17,2.19,127.13,16,5.6
1970,11,18,22,31,49.7,2.74,128.47,207,5.2
1970,11,21,2,51,0,2.11,128.48,73,5.5
1970,11,21,12,19,40.1,15.01,120.13,53,5.5
1970,12,13,12,29,14.8,5.87,126.93,148,5
1970,12,18,23,50,12.8,5.1,123.5,512,5.5
1970,12,21,12,53,34,9.29,126.79,17,5.4
1970,12,21,14,5,36,9.3,126.8,4,5.1
1971,1,14,9,22,0,2.03,126.63,72,5.2
1971,1,27,3,51,31.9,6.16,126.96,33,5.2
1971,2,6,8,17,48.6,2.19,126.89,33,5.6
1971,2,6,9,31,35.2,2.19,127.67,67,5.2
1971,2,9,20,59,23.6,2.22,126.99,54,5.1
1971,2,11,17,53,56.1,21.33,121.99,48,5.1
1971,2,14,14,25,3,2.19,126.72,55,5.3
1971,2,20,23,46,41.6,3.38,122.86,537,5
1971,2,22,22,8,27.8,2.22,126.93,33,5.1
1971,2,25,14,36,2.2,5.87,126.7,88,5.6
1971,2,28,18,16,49.4,9.62,125.89,90,5.1
1971,3,7,7,27,7,2.42,126.76,57,5
1971,3,8,11,1,17.6,7.69,127.87,76,5
1971,3,11,11,8,23.6,2.22,126.78,57,5.4
1971,3,12,22,32,51,18.81,119.81,44,5
1971,3,16,20,35,18.8,8.3,127.12,52,5.7
1971,3,18,9,45,3.8,7.97,126.72,43,5
1971,3,19,16,45,30.1,2.16,126.84,33,5.4
1971,3,19,16,52,50.9,2.22,126.7,33,5.4
1971,3,24,20,24,27.3,8.93,125.7,59,5.5
1971,3,24,21,28,13.8,4.66,126.41,93,5.1
1971,3,26,18,53,2.6,3.1,126.51,66,5.3
1971,3,31,9,14,3.8,9.01,125.71,49,5.1
1971,3,31,10,23,57.3,8.95,125.68,33,5.4
1971,4,2,4,16,8.8,8.94,125.68,31,5
1971,4,3,16,19,25.7,2.83,128.21,33,5.2
1971,4,7,4,59,39.4,2.44,129.12,47,6.5
1971,4,7,6,50,11,3.5,129.4,33,5.1
1971,4,7,7,3,53.7,2.56,129.2,33,5
1971,4,8,20,4,28.3,2.38,129.16,54,5.3
1971,4,9,13,48,32.1,5.08,123.59,493,5.1
1971,4,16,17,55,52,6.05,127.12,212,5.1
1971,4,20,16,13,21,4.74,126.5,79,5.6
1971,4,27,10,4,6.3,19.21,121.22,10,5
1971,4,29,0,46,45.4,18.25,120.72,33,5.2
1971,4,29,15,2,42,19.7,122,40,5.3
1971,4,29,19,56,11.6,12.64,122.34,4,5.7
1971,4,29,19,56,24,13,122.3,90,6
1971,4,30,11,20,39.4,4.65,127.55,103,5.2
1971,5,3,6,19,5.7,8.84,124.14,68,5.6
1971,5,4,4,47,23,5.8,127.5,33,5
1971,5,5,1,43,14,19.9,121.4,33,5.2
1971,5,8,18,9,21.9,5.53,125.99,114,5.1
1971,5,10,11,53,53,7.96,126.84,33,5.8
1971,5,19,11,6,31.4,12.38,129.13,45,5.3
1971,5,24,18,26,1.5,9.37,124.45,540,5
1971,6,1,0,26,9,17.9,120.5,33,5.2
1971,6,1,0,26,13.6,18.02,120.29,595,5
1971,6,1,19,23,44.8,20.2,120.84,33,5.1
1971,6,5,9,20,54,6.05,126.16,67,5.5
1971,6,6,12,6,59,7.48,124.43,54,5.1
1971,6,15,5,27,34.9,18.84,119.53,52,5.1
1971,7,2,5,34,27.3,12.27,123.89,35,5.3
1971,7,4,11,30,51.1,15.6,121.87,30,5.5
1971,7,4,11,30,53.8,15.6,121.85,50,5.5
1971,7,14,0,1,49.2,9.33,126.17,73,5.4
1971,7,14,2,57,44.5,2.55,128.6,240,5.5
1971,7,14,23,0,5.9,2.63,129.32,41,5.5
1971,7,16,2,35,25,4.93,127.67,142,5.3
1971,7,17,16,18,4.8,2.34,128.13,110,5.2
1971,7,20,10,34,11.5,15.27,120.26,33,5.4
1971,7,22,7,19,40,7.8,122.9,33,5
1971,7,25,12,51,42,12.36,123.68,33,5.6
1971,7,27,16,31,58.6,12.32,123.3,33,5.2
1971,8,4,21,23,36,5.85,125.9,81,5.1
1971,8,29,3,35,15.1,6.32,127.38,58,5.4
1971,8,29,9,29,35.9,9.01,126.25,70,5.2
1971,9,26,3,20,7.7,5.85,126.4,120,5.3
1971,9,26,15,25,18,3.22,125.79,48,5.3
1971,9,28,14,4,41.9,3.74,126,169,5.9
1971,10,9,21,30,39.1,21.59,122.51,39,5.2
1971,10,15,2,33,16.1,19.03,121.14,60,5.1
1971,10,20,8,40,19,21.93,121.35,35,5.5
1971,10,24,22,22,56.4,10.26,125.95,55,5.2
1971,10,27,9,27,18.6,17.43,120.11,51,5.4
1971,10,28,2,28,22.3,4.51,126.45,91,5
1971,10,28,17,22,22.9,3.8,123.4,464,5.4
1971,11,3,1,38,52.4,17.82,122.44,69,5
1971,11,8,22,43,0.6,5.77,126.51,164,5.7
1971,11,9,3,39,27.7,19.93,121.32,48,5.2
1971,12,4,15,55,45,8.1,126.61,54,5.1
1971,12,7,6,23,11.8,3.7,128.02,69,6
1971,12,17,3,56,9,6.28,126.7,96,5.1
1971,12,24,21,12,11,21.77,120.99,33,5
1971,12,28,22,42,46.9,4.38,125.85,124,5.3
1971,12,31,22,37,25,6.9,123.26,6,5.5
1972,1,8,5,27,52.9,20.87,120.21,33,6.2
1972,1,8,5,28,0,20.9,120.2,90,7.3
1972,1,8,5,35,34.8,21.31,120.22,33,5.1
1972,1,8,8,14,0,20.9,120.3,60,5.3
1972,1,8,14,32,14.8,20.92,120.28,33,5
1972,1,10,5,23,52.5,20.9,120.37,32,5
1972,1,14,0,1,32.9,13.55,120.87,126,5.1
1972,1,14,4,5,21.2,3.83,122.71,573,5.2
1972,1,21,15,29,23.2,6.96,126.48,183,5.2
1972,1,24,4,30,2.6,3.52,123.8,427,5.3
1972,1,24,5,49,27.3,13.79,124.08,82,5
1972,1,28,16,18,26,20.92,120.19,33,5.4
1972,2,1,2,13,21.1,18.27,123.38,19,5.1
1972,2,8,3,37,52.4,19.35,122.05,50,5.7
1972,2,14,0,39,30.8,17.5,122.34,54,5.2
1972,2,29,13,0,45,18.19,120.42,34,5.5
1972,3,16,5,9,6.2,15.69,121.81,53,5.1
1972,3,16,21,47,51.2,5.98,124.44,67,5
1972,3,24,15,40,38.8,3.74,125.54,33,5.3
1972,3,24,17,17,40.7,7.15,123.75,33,5.5
1972,3,24,19,31,33.4,7.13,123.77,33,5.5
1972,3,28,8,29,20.6,13.52,120.76,165,5.8
1972,4,4,1,36,17,21.4,120.3,94,5
1972,4,5,7,19,38.5,11.19,125.62,137,5.2
1972,4,5,15,16,55.5,6.62,127.06,90,5
1972,4,10,0,45,19.7,21.37,121.91,102,5
1972,4,14,12,44,13.2,14.89,119.74,47,5
1972,4,16,20,44,14.2,4.45,125.41,245,5
1972,4,20,3,41,5.1,4.07,126.1,157,5.2
1972,4,22,21,9,46.8,9.76,126.1,58,5.1
1972,4,25,19,30,9.3,13.37,120.31,50,7.2
1972,4,25,20,37,42.5,14.2,120.3,33,5.3
1972,4,25,20,37,48.7,13.55,120.41,79,5
1972,4,25,20,46,35.9,13.52,120.52,33,5.4
1972,4,26,4,30,19.5,13.51,120.51,72,5.1
1972,4,26,6,18,44.9,13.55,120.55,33,5.2
1972,4,26,6,43,42.9,13.49,120.61,63,5
1972,4,26,8,38,34.6,13.49,120.67,71,5.3
1972,4,26,9,44,23.6,13.17,120.35,50,5
1972,4,26,14,55,39,13.4,120.1,33,5
1972,4,26,15,55,59.3,13.22,120.34,40,5.1
1972,4,26,16,1,13.3,12.23,120.3,56,5.1
1972,4,26,17,35,8.4,13.43,120.58,53,5.2
1972,4,26,20,50,36.9,5.64,127.18,127,5.3
1972,4,26,21,34,53.9,13.41,120.59,44,5
1972,4,27,1,29,38.2,13.51,120.68,72,5.4
1972,4,27,6,44,29.7,13.44,120.44,56,5.2
1972,4,27,14,37,16.7,13.19,120.43,45,5.4
1972,4,27,15,35,36,13.4,120.5,33,5.3
1972,4,27,15,35,39.8,13.33,120.34,65,5.1
1972,4,29,4,54,40.7,13.35,120.64,56,5.2
1972,4,30,0,13,26.3,13.29,120.41,33,5.2
1972,4,30,15,15,34.3,13.54,120.54,56,5.5
1972,4,30,16,7,8.6,13.61,120.49,66,5.3
1972,5,1,18,23,22.6,13.38,120.39,63,5
1972,5,1,19,7,18.5,4.76,125.16,137,5.1
1972,5,2,13,10,24.1,5.56,124.59,387,5.2
1972,5,2,15,38,16.9,3.59,126.21,74,5.1
1972,5,8,4,21,8.9,13.41,120.46,53,5.1
1972,5,17,5,27,51.6,13.36,119.88,37,5.7
1972,5,17,5,50,49.7,14.08,119.74,88,5.2
1972,5,22,6,4,0.1,16.59,122.29,34,6.9
1972,5,22,20,24,46.9,16.41,122.16,75,5
1972,5,23,0,19,28.6,16.76,122.39,45,5
1972,5,23,17,51,27.2,16.68,122.19,68,5.1
1972,5,24,1,0,36.9,12.72,128.19,141,5.1
1972,5,24,8,11,26.6,16.63,122.29,62,5.1
1972,5,24,17,53,38.5,13.28,126.51,71,5
1972,5,24,23,26,49,5.78,126.2,90,5.2
1972,5,24,23,34,15,16.65,122.3,65,5
1972,5,25,5,31,51.4,16.38,122.52,36,5.1
1972,5,26,8,38,18.8,13.29,120.41,38,5.2
1972,5,28,15,20,49.8,13.37,120.65,46,5.2
1972,5,28,20,33,23,2.47,128.94,104,5.2
1972,6,1,6,31,15.5,16.58,122.44,45,5
1972,6,2,20,24,3.8,3.22,128.3,86,5.1
1972,6,7,5,24,19.6,12.48,123.69,13,5.1
1972,6,7,12,1,17.6,2.51,128.18,152,5.7
1972,6,7,12,1,18.7,2.5,128.26,162,5.6
1972,6,8,9,14,8.3,21.06,128.18,33,5.4
1972,6,11,16,41,0.9,3.94,124.32,325,5.8
1972,6,12,11,19,44.4,16.6,122.41,33,5.2
1972,6,19,1,32,19,13.34,120.34,49,5.3
1972,6,19,1,32,22.1,13.46,120.51,75,5.2
1972,6,20,18,25,43.1,2.55,125.83,84,5.3
1972,6,26,8,8,24.8,21.08,120.29,33,5
1972,6,29,3,44,10,11.38,125.69,67,5.1
1972,7,3,5,31,27.5,5.79,125.94,96,5.6
1972,7,4,10,16,12.2,9.41,122.52,58,5.5
1972,7,7,12,36,14.1,11.86,126.22,33,5.4
1972,7,13,15,9,8.7,3.76,124.61,346,5
1972,7,16,2,53,15,3.74,124.49,349,5
1972,7,21,14,39,3.1,9.16,125.96,104,5.2
1972,8,1,3,20,7.7,2.44,126.59,48,5.1
1972,8,1,19,6,33.8,2.32,127.44,96,5.9
1972,8,3,15,10,23.3,13.44,120.35,33,5.3
1972,8,28,14,24,46.1,13.27,120.56,62,5.2
1972,9,16,10,51,38.6,2.24,128.24,147,5.6
1972,9,22,17,54,6.2,3.91,123.06,569,5.2
1972,9,28,17,0,31.4,4.07,125.74,161,5.4
1972,9,29,17,2,47.8,3.35,127.24,31,5.1
1972,10,1,23,49,36.2,7.47,123.75,613,6
1972,10,6,20,0,47.6,5.97,124.03,540,5.2
1972,10,28,1,1,20.4,2.56,128.67,48,5.4
1972,10,28,1,10,33.5,2.61,128.51,33,5.2
1972,10,28,17,19,41.5,2.5,128.66,52,5.7
1972,10,28,18,31,21.6,2.45,128.57,80,5.4
1972,11,2,17,6,39.9,19.5,121.49,66,5.2
1972,11,4,10,36,45.3,12.9,120.2,33,5.1
1972,11,13,20,19,17.9,6.2,126.86,124,5.1
1972,11,26,7,50,8,3.4,124.8,33,5.9
1972,11,26,7,50,36.8,4.17,124.5,330,5.3
1972,11,27,2,45,41.8,20.18,121.49,33,5.4
1972,11,27,2,49,47.5,2.97,124.66,48,5.2
1972,11,27,8,55,29.9,3.47,127.88,105,5.7
1972,11,29,2,58,50.7,4.08,128.8,60,5
1972,12,2,0,19,47.2,6.47,126.67,33,6.3
1972,12,2,0,19,52,6.41,126.62,73,6
1972,12,2,0,34,35.9,6.78,127.12,30,5.4
1972,12,2,1,37,45.2,6.2,127.23,94,5.2
1972,12,2,1,40,47.8,6.45,126.62,54,5.9
1972,12,2,1,40,51.5,6.39,126.67,84,5.6
1972,12,2,2,30,4.7,6.25,127.73,50,5
1972,12,2,2,56,37.6,6.51,126.7,63,5.2
1972,12,2,3,29,16.5,6.12,127.42,33,5
1972,12,2,3,56,57.6,6.2,127.59,48,5.6
1972,12,2,4,4,55.1,6.11,127.49,33,5
1972,12,2,4,31,47.1,6.21,127.4,65,5.3
1972,12,2,4,48,37.5,6.18,127.16,33,5.1
1972,12,2,5,4,3,5.76,127.19,33,5
1972,12,2,5,48,19.5,5.62,127.31,33,5.4
1972,12,2,9,54,21.7,5.9,127.2,80,5.1
1972,12,2,10,16,26.8,5.8,127.36,88,5
